Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR7813487,2019-07-15 13:18:30,2018-09-10 10:23:28,20108,12064800,20108,600,6,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813487,SRX4665015,HAI_2_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760080,SAMN09992823,simple,408170,human gut metagenome,HAI_2_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,C59C8DB80C654D20A18401145D6432DE,9E043D09FEF8CB2BFF633237B117A9CE
SRR7813486,2019-07-15 13:18:30,2018-09-10 10:23:33,36781,22068600,36781,600,10,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813486,SRX4665016,JER_3_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760081,SAMN09992830,simple,408170,human gut metagenome,JER_3_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,BDA5678CB4CC7A3FB3BF99C870C0C65C,D296AD7CC97150F0DF7E3D714ED4CBB1
SRR7813485,2019-07-15 13:18:30,2018-09-10 10:23:34,39602,23761200,39602,600,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813485/SRR7813485.1,SRX4665017,JER_4_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760082,SAMN09992831,simple,408170,human gut metagenome,JER_4_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,79197695C66E3FD63A8F3C6EF4B433B1,E30486A00F954FDA09038CF39983FD9C
SRR7813483,2019-07-15 13:18:30,2018-09-10 10:23:39,38882,23329200,38882,600,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813483/SRR7813483.1,SRX4665019,ROT_1_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760083,SAMN09992914,simple,408170,human gut metagenome,ROT_1_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,FD489A407454CF2C484B4B5B02BBD000,B85856ACFBD24C444CB2B7850A541CA6
SRR7813484,2019-07-15 13:18:30,2018-09-10 10:23:28,37189,22313400,37189,600,11,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813484,SRX4665018,ROT_1_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760084,SAMN09992915,simple,408170,human gut metagenome,ROT_1_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,55D65C8719D6DAF6254D3B4BFFD2516A,E30701C4861C6384D900EA11C661961A
SRR7813480,2019-07-15 13:18:31,2018-09-10 10:23:08,3175,1905000,3175,600,1,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813480,SRX4665022,ROT_2_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760085,SAMN09992919,simple,408170,human gut metagenome,ROT_2_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,AF344CF611D6B0F2FA9A8BC35104C9D4,1B165EE0C0779BBDF7B8FECF2E02EF75
SRR7813297,2019-07-15 13:18:30,2018-09-10 10:22:31,31822,19093200,31822,600,9,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813297,SRX4664973,TLV_20_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760086,SAMN09992996,simple,408170,human gut metagenome,TLV_20_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,1F6365AE9E5EEA41EC4EA417B412A92B,3F0601B0EA216996CE486BE69A1D3604
SRR7813481,2019-07-15 13:18:31,2018-09-10 10:23:12,9083,5449800,9083,600,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813481/SRR7813481.1,SRX4665021,REH_11_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760087,SAMN09992912,simple,408170,human gut metagenome,REH_11_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,56D92B2079464738FFE1BFDDC3A88890,CC5112B41AEF10D3CDFB5858632F82C9
SRR7813482,2019-07-15 13:18:30,2018-09-10 10:23:35,28861,17316600,28861,600,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813482/SRR7813482.1,SRX4665020,REH_11_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760088,SAMN09992913,simple,408170,human gut metagenome,REH_11_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,C9B0F967C27572FCB75C9223C9D72AA2,D89D545F9409C63525A80430EDCE53B3
SRR7813478,2019-07-15 13:18:31,2018-09-10 10:23:25,51144,30686400,51144,600,15,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813478,SRX4665024,ROT_2_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760089,SAMN09992917,simple,408170,human gut metagenome,ROT_2_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,6E171B40D303D4B52BC2A30B7764AD1A,3B0E7034138B076FB86F4DA6B9DA9247
SRR7813479,2019-07-15 13:18:31,2018-09-10 10:23:06,1847,1108200,1847,600,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813479,SRX4665023,ROT_2_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760090,SAMN09992918,simple,408170,human gut metagenome,ROT_2_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,6380CC1E2C35E12A7718281B239F0E5D,D26F0679BC3912F754F7CC2CE96A0FD9
SRR7813475,2019-07-15 13:18:31,2018-09-10 10:23:32,41660,24996000,41660,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813475,SRX4665027,ROT_3_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760091,SAMN09992920,simple,408170,human gut metagenome,ROT_3_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,EACBEA714DA7505BECE52655E3C855BC,003CE48573DA304933B152C6089CA3AC
SRR7813476,2019-07-15 13:18:31,2018-09-10 10:23:34,52872,31723200,52872,600,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813476/SRR7813476.1,SRX4665026,ROT_3_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760092,SAMN09992921,simple,408170,human gut metagenome,ROT_3_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,B3D840DB01046474016F85ED9F325A32,62744CD9AFA06F6C00F1A2B6E3333469
SRR7813474,2019-07-15 13:18:31,2018-09-10 10:23:36,40970,24582000,40970,600,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813474/SRR7813474.1,SRX4665028,TLV_15_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760093,SAMN09992977,simple,408170,human gut metagenome,TLV_15_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,474B5FD0E725285B2193F74A6B72BA59,32396EA18E966F6BE8A7DACB6762448A
SRR7813477,2019-07-15 13:18:31,2018-09-10 10:23:25,32063,19237800,32063,600,9,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813477,SRX4665025,ROT_1_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760094,SAMN09992916,simple,408170,human gut metagenome,ROT_1_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,04B19C3327032A340DAB38BB8C173E27,DD65753CBA5E72C95D88CF1E743CA001
SRR7813468,2019-07-15 13:18:31,2018-09-10 10:23:35,47076,28245600,47076,600,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813468/SRR7813468.1,SRX4665034,EDM_1_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760095,SAMN09992803,simple,408170,human gut metagenome,EDM_1_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,2E80DF1A55EF0E8A9BF7D7103D44565C,B4B783B0D6B92E65B735A15897EC272E
SRR7813473,2019-07-15 13:18:31,2018-09-10 10:23:10,4969,2981400,4969,600,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813473/SRR7813473.1,SRX4665029,TLV_15_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760096,SAMN09992976,simple,408170,human gut metagenome,TLV_15_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,ACA651376A89213471E210306361E2F9,659A4BE22BA264F8281E5F930C671013
SRR7813469,2019-07-15 13:18:31,2018-09-10 10:23:29,43848,26308800,43848,600,13,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813469,SRX4665033,TLV_14_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760097,SAMN09992972,simple,408170,human gut metagenome,TLV_14_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,13AAD0A606BF6FAE985D19F7AC699ED7,6F5E58A6A6ED8A72B6E73337F43822BB
SRR7813471,2019-07-15 13:18:31,2018-09-10 10:23:17,12610,7566000,12610,600,3,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813471,SRX4665031,TLV_15_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760098,SAMN09992978,simple,408170,human gut metagenome,TLV_15_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,930136C2070CE1A38FB0E03972E805B8,5152CED8B33001F1131D6D003E79DE3F
SRR7813472,2019-07-15 13:18:31,2018-09-10 10:23:04,388,232800,388,600,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813472,SRX4665030,TLV_15_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760099,SAMN09992979,simple,408170,human gut metagenome,TLV_15_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,57807C37C8CA8C7996C4347617F34AAF,DC29595B8EC9CD499A30E6986F53C7B5
SRR7813470,2019-07-15 13:18:31,2018-09-10 10:23:32,33828,20296800,33828,600,10,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813470,SRX4665032,TLV_14_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760100,SAMN09992973,simple,408170,human gut metagenome,TLV_14_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,9DF97DDF0AF4D5EB7281B266FFD02B24,B9596FD62EAE67A551066DF89F3CF2F0
SRR7813467,2019-07-15 13:18:31,2018-09-10 10:23:29,40134,24080400,40134,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813467,SRX4665035,EDM_1_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760101,SAMN09992802,simple,408170,human gut metagenome,EDM_1_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,F34BB1AED21B19B283BA82D17F17B731,B5A065FA5D5CE43F0C9A0215153720F3
SRR7813466,2019-07-15 13:18:31,2018-09-10 10:23:34,38845,23307000,38845,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813466,SRX4665036,TLV_16_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760102,SAMN09992981,simple,408170,human gut metagenome,TLV_16_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,43B026DDB32DC3528837F3244E4E6D5E,3AE2404B975B82105A147DB0789679EC
SRR7813462,2019-07-15 13:18:31,2018-09-10 10:23:31,39299,23579400,39299,600,11,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813462,SRX4665040,REH_7_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760103,SAMN09992895,simple,408170,human gut metagenome,REH_7_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,B21CE1ED2940AE37930A4A911D3CE3AC,B20701C78313F757E1C93B606FAD3A69
SRR7813464,2019-07-15 13:18:31,2018-09-10 10:23:32,42988,25792800,42988,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813464,SRX4665038,EDM_3_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760104,SAMN09992811,simple,408170,human gut metagenome,EDM_3_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,1124CD711CDD0F0BB0DC116FDE80B8BE,367904C01F565AC9E8303BF8106D2D57
SRR7813463,2019-07-15 13:18:31,2018-09-10 10:23:32,49794,29876400,49794,600,14,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813463,SRX4665039,EDM_3_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760105,SAMN09992810,simple,408170,human gut metagenome,EDM_3_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,BC2A5FFF617E2AD5ABC25EC8A0114E22,9FA1E5684189762F34C64D247FB3DEBB
SRR7813283,2019-07-15 13:18:30,2018-09-10 10:22:13,57079,34247400,57079,600,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR7813283/SRR7813283.1,SRX4664987,REH_10_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760106,SAMN09992909,simple,408170,human gut metagenome,REH_10_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,64CFCCECD3E014F092419D32782AB9F7,D0716482E7899B443274D190CFFCB87C
SRR7813465,2019-07-15 13:18:31,2018-09-10 10:23:31,34876,20925600,34876,600,10,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813465,SRX4665037,TLV_16_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760107,SAMN09992980,simple,408170,human gut metagenome,TLV_16_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,74EFAD582BA491B647DA483F31ABE766,5457DD4B17C46C0F4F42EC72815BFE0E
SRR7813461,2019-07-15 13:18:31,2018-09-10 10:23:33,26088,15652800,26088,600,7,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813461,SRX4665041,REH_7_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760108,SAMN09992894,simple,408170,human gut metagenome,REH_7_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,5EC20B17F08632B75FEBF1659AB9F897,D1A607F278EB545FD271B4CD4B1A9370
SRR7813460,2019-07-15 13:18:31,2018-09-10 10:23:30,40750,24450000,40750,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813460,SRX4665042,REH_6_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760109,SAMN09992893,simple,408170,human gut metagenome,REH_6_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,D3E85ADCEB664762C60BECBAAB5F84DB,B1BCC2BC901E490727C44966BF556CA7
SRR7813457,2019-07-15 13:18:31,2018-09-10 10:23:29,32621,19572600,32621,600,10,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813457,SRX4665045,EDM_4_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760110,SAMN09992813,simple,408170,human gut metagenome,EDM_4_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,F04C3C4CD2A1C9D43F2B844EAC0762B2,846B4AB4AAFD65B585F50C325288415C
SRR7813456,2019-07-15 13:18:31,2018-09-10 10:23:27,39887,23932200,39887,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813456,SRX4665046,EDM_3_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760111,SAMN09992812,simple,408170,human gut metagenome,EDM_3_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,8AE32AEB87357F807C6F5C9D9B84977D,060809EFA4C3B3C66A92D0F26DA1848C
SRR7813459,2019-07-15 13:18:31,2018-09-10 10:23:27,36501,21900600,36501,600,11,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813459,SRX4665043,EDM_4_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760112,SAMN09992815,simple,408170,human gut metagenome,EDM_4_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,E45EE11EDDCAEF87C0B12BF74B083E44,105163AC7D3F1B40AD9DA7E5DB6D5D5C
SRR7813458,2019-07-15 13:18:31,2018-09-10 10:23:27,35048,21028800,35048,600,10,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813458,SRX4665044,EDM_4_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760113,SAMN09992814,simple,408170,human gut metagenome,EDM_4_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,BE28A69A76C6DDBB66871533E32D907E,4F0EE648B379D2EC89CE2E60225C3DC2
SRR7813455,2019-07-15 13:18:31,2018-09-10 10:23:25,31409,18845400,31409,600,9,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813455,SRX4665047,HAI_1_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760114,SAMN09992819,simple,408170,human gut metagenome,HAI_1_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,16DFCFF414AACBB440B74A63420B550D,1CD83B4DFB88639B37D16B98685A750A
SRR7813453,2019-07-15 13:18:31,2018-09-10 10:23:30,42157,25294200,42157,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813453,SRX4665049,HAI_1_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760115,SAMN09992817,simple,408170,human gut metagenome,HAI_1_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,BDB6C04BC01246712C8473551EB66F8B,FED1423DF2135654A44ED8E1BA03E76A
SRR7813454,2019-07-15 13:18:31,2018-09-10 10:23:29,49520,29712000,49520,600,15,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813454,SRX4665048,HAI_1_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760116,SAMN09992818,simple,408170,human gut metagenome,HAI_1_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,EE832B23E5B6CA74A0405CD8C1B1EC4B,B442C907C67A9E71EAD0CCDA61276A76
SRR7813451,2019-07-15 13:18:31,2018-09-10 10:23:22,40986,24591600,40986,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/007630/SRR7813451,SRX4665051,REH_8_Week12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760117,SAMN09992899,simple,408170,human gut metagenome,REH_8_Week12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,354D094BE7388D95AB69C21297122CA6,8DC14ED36809628D7C4377AD287DFC37
SRR7813448,2019-07-15 13:18:31,2018-09-10 10:23:26,42007,25204200,42007,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813448,SRX4665054,REH_8_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760118,SAMN09992898,simple,408170,human gut metagenome,REH_8_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,96A7796C6B5B338D1E82B97F7902C7AF,EAF360740F54BB91F910A354BE88BB85
SRR7813452,2019-07-15 13:18:31,2018-09-10 10:23:22,38778,23266800,38778,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813452,SRX4665050,EDM_4_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760119,SAMN09992816,simple,408170,human gut metagenome,EDM_4_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,79BE3E184D6DF654832D5BB6AFF2B733,F48F1C9FB73B1D9BD441092959C0EC4F
SRR7813450,2019-07-15 13:18:31,2018-09-10 10:23:25,32464,19478400,32464,600,9,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813450,SRX4665052,HAI_2_Week0,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760120,SAMN09992821,simple,408170,human gut metagenome,HAI_2_Week0,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,123DCA16CAA386F89D398E957FB6422B,9F21CBF25DE3230F353ED0162B331DF9
SRR7813449,2019-07-15 13:18:31,2018-09-10 10:23:24,35059,21035400,35059,600,10,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813449,SRX4665053,HAI_1_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760121,SAMN09992820,simple,408170,human gut metagenome,HAI_1_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,694CCAD9EA9E7B2D2A6C4BF66D9EDA81,CC733F35D7EA87F7ED5B11A77FC39AFD
SRR7813447,2019-07-15 13:18:31,2018-09-10 10:23:24,30299,18179400,30299,600,9,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813447,SRX4665055,REH_8_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760122,SAMN09992901,simple,408170,human gut metagenome,REH_8_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,F7E157AEE9698D9BD071A1F1848AEDAC,49C56203AFFCF4983ACD6506326A357F
SRR7813446,2019-07-15 13:18:31,2018-09-10 10:23:31,39805,23883000,39805,600,11,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813446,SRX4665056,REH_8_Week4,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760123,SAMN09992900,simple,408170,human gut metagenome,REH_8_Week4,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,BFAA79EEC1E4D83F06F14C4503077861,C8EB787B4C9BE2FB15885C300014AF1E
SRR7813445,2019-07-15 13:18:31,2018-09-10 10:23:23,39386,23631600,39386,600,12,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813445,SRX4665057,REH_7_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760124,SAMN09992897,simple,408170,human gut metagenome,REH_7_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,04278260CEE5E21D4CAAB88BA9C176F9,4978887213EE525E2EDA941EF09A174C
SRR7813444,2019-07-15 13:18:31,2018-09-10 10:23:26,39077,23446200,39077,600,11,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/007630/SRR7813444,SRX4665058,WAR_5_Week8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP160897,PRJNA489897,,489897,SRS3760125,SAMN09993011,simple,408170,human gut metagenome,WAR_5_Week8,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA770420,,public,932286E0CE838A0AF909F4763546FD4B,EFC834843F29977CDD21F9EB7556C337
